stn_code,year-month,so2,no2,rspm,spm,pm2_5
212.0,2011-11,8.0,41.0,213.0,,
212.0,2011-12,7.5,36.0,191.0,,
215.0,1993-01,,,,435.0,
215.0,1993-02,,,,354.0,
215.0,1993-03,,,,538.0,
215.0,1993-06,,,,533.0,
215.0,1993-07,,,,312.5,
215.0,1993-08,,,,501.5,
215.0,1993-09,,,,378.5,
215.0,1993-10,,,,553.0,
215.0,1993-11,,,,614.0,
215.0,1993-12,,,,761.0,
216.0,1994-01,,,,591.0,
216.0,1994-02,,,,399.0,
216.0,1994-03,,,,442.0,
216.0,1994-04,,,,576.0,
216.0,1995-02,,,,,
216.0,1995-03,,,,,
216.0,1995-04,,,,,
216.0,1995-06,,,,,
216.0,1995-07,,,,,
216.0,1995-08,,,,,
224.0,1993-01,,,,166.0,
225.0,1993-01,,,,190.0,
225.0,1993-02,,,,137.0,
225.0,1993-03,,,,148.0,
225.0,1993-04,,,,,
225.0,1993-08,,,,,
225.0,1995-02,,,,,
225.0,1995-03,,,,,
225.0,1995-04,,,,,
225.0,1995-05,,,,,
225.0,1995-06,,,,,
225.0,1997-01,,,,236.0,
225.0,1997-02,,,,200.0,
225.0,1997-03,,,,199.0,
225.0,1997-04,,,,286.0,
225.0,1997-05,,,,276.0,
225.0,1997-06,,,,255.0,
225.0,1997-07,,,,177.0,
225.0,1997-08,,,,192.0,
225.0,1997-09,,,,211.0,
225.0,1997-10,,,,230.0,
225.0,1997-11,,,,207.0,
225.0,1997-12,,,,258.0,
225.0,1998-12,25.4,17.8,,508.0,
225.0,1999-01,,,,295.0,
225.0,1999-08,,,,231.0,
225.0,1999-09,,,,242.0,
225.0,1999-10,,,,251.0,
225.0,1999-11,,,,277.0,
225.0,1999-12,,,,300.0,
225.0,2000-01,35.5,,,288.0,
225.0,2000-02,33.9,,,348.0,
225.0,2000-04,33.2,26.7,,370.0,
225.0,2000-05,29.0,26.3,,361.0,
225.0,2000-06,33.2,30.3,,408.0,
225.0,2000-07,31.5,27.5,,389.0,
225.0,2000-09,32.7,26.5,,383.0,
225.0,2000-10,31.4,27.0,,412.0,
225.0,2000-11,31.6,30.6,,328.0,
225.0,2001-01,27.0,26.5,,378.0,
225.0,2001-02,28.5,30.0,,393.0,
225.0,2001-03,23.0,20.5,,285.0,
225.0,2001-04,20.5,21.7,,326.0,
225.0,2001-05,19.0,21.7,,342.0,
225.0,2001-06,,,,243.0,
225.0,2001-07,,,,225.0,
225.0,2001-08,,,,268.0,
225.0,2001-09,,,,255.0,
225.0,2001-10,,,,310.0,
225.0,2001-11,,,,357.0,
225.0,2001-12,,,,307.0,
258.0,1993-02,,,,173.0,
258.0,1993-03,,,,165.0,
258.0,1993-04,,,,201.0,
258.0,1993-08,,,,,
258.0,1995-02,,,,,
258.0,1995-03,,,,,
258.0,1995-04,,,,,
258.0,1995-05,,,,,
258.0,1995-06,,,,,
258.0,1997-01,,,,289.0,
258.0,1997-02,,,,299.0,
258.0,1997-03,,,,308.0,
258.0,1998-11,11.5,9.5,,382.0,
258.0,1998-12,26.9,15.0,,412.0,
258.0,1999-01,29.1,18.8,,337.0,
258.0,1999-02,,,,211.0,
258.0,1999-03,30.2,18.8,,249.0,
258.0,1999-04,30.8,37.8,,22.0,
258.0,1999-05,37.5,27.8,,237.0,
258.0,1999-06,38.3,28.0,,232.0,
258.0,1999-07,35.1,34.8,,263.0,
258.0,1999-08,,,,249.0,
258.0,1999-09,,,,236.0,
258.0,1999-10,,,,264.0,
258.0,1999-11,,,,298.0,
258.0,1999-12,,,,298.0,
258.0,2000-01,35.5,,,347.0,
258.0,2000-02,33.6,,,391.0,
258.0,2000-04,36.5,28.7,,440.0,
258.0,2000-05,31.7,30.0,,400.0,
258.0,2000-06,36.6,31.0,,407.0,
258.0,2000-07,31.3,26.3,,403.0,
258.0,2000-09,31.2,31.0,,432.0,
258.0,2000-10,33.3,30.5,,446.0,
258.0,2000-11,34.1,32.0,,372.0,
258.0,2001-01,34.8,38.4,,467.0,
258.0,2001-02,28.0,28.2,,464.0,
258.0,2001-03,26.2,20.9,,487.0,
258.0,2001-04,20.7,18.7,,346.0,
258.0,2001-05,20.2,21.4,,444.0,
258.0,2001-06,,,,243.0,
258.0,2001-07,,,,222.0,
258.0,2001-08,,,,245.0,
258.0,2001-09,,,,245.0,
258.0,2001-10,,,,285.0,
258.0,2001-11,,,,444.0,
258.0,2001-12,,,,274.0,
258.0,2004-01,28.333333333333332,34.833333333333336,158.0,46.0,
258.0,2004-02,22.7,32.575,190.0,42.25,
258.0,2004-03,16.075,19.25,170.25,68.5,
258.0,2004-04,25.3,34.3,148.0,69.0,
258.0,2004-05,23.444444444444443,32.144444444444446,160.14285714285714,62.333333333333336,
258.0,2004-06,21.05,30.25,133.83333333333334,61.5,
258.0,2004-07,18.144444444444446,30.311111111111114,141.44444444444446,63.333333333333336,
258.0,2004-08,20.675,24.1875,112.14285714285714,49.0,
258.0,2004-09,10.557142857142855,15.671428571428573,127.14285714285714,51.142857142857146,
258.0,2004-10,14.075,20.45,198.5,77.5,
258.0,2004-11,9.600000000000001,27.575,231.0,89.5,
258.0,2004-12,22.066666666666666,28.333333333333332,334.8,111.16666666666667,
258.0,2010-01,30.78125,37.625,343.125,602.8125,
258.0,2010-02,31.857142857142858,36.535714285714285,356.64285714285717,608.0714285714286,
258.0,2010-03,31.53125,39.125,357.4375,623.9375,
258.0,2010-04,31.041666666666668,36.125,358.5833333333333,642.6666666666666,
258.0,2010-05,31.63888888888889,37.80555555555556,324.94444444444446,669.1666666666666,
258.0,2010-06,29.083333333333332,36.87962963,360.94444444444446,699.1111111111111,
258.0,2010-07,30.194444444444443,37.02777777777778,276.05555555555554,550.5555555555555,
258.0,2010-08,31.46875,36.75,245.5,492.75,
258.0,2010-09,32.0,38.35,265.3,485.7,
258.0,2010-10,30.25,38.5,210.0,402.2142857142857,
258.0,2010-11,32.82142857142857,38.92857142857143,271.7142857142857,546.2142857142857,
258.0,2010-12,30.88888888888889,37.861111111111114,256.94444444444446,466.05555555555554,
258.0,2011-01,33.9,40.0,243.8,,
258.0,2011-02,30.666666666666668,39.666666666666664,252.83333333333334,,
258.0,2011-03,30.666666666666668,37.333333333333336,246.41666666666666,,
258.0,2011-04,33.18181818181818,39.18181818181818,261.1818181818182,,
258.0,2011-05,32.333333333333336,40.333333333333336,255.27777777777777,,
258.0,2011-06,29.2,38.0,244.3,,
258.0,2011-07,31.9,39.2,238.3,,
258.0,2011-08,32.142857142857146,40.285714285714285,248.21428571428572,,
258.0,2011-09,27.75,39.0,250.625,,
258.0,2011-10,31.333333333333332,41.0,255.5,,
258.0,2011-11,33.111111111111114,40.22222222222222,247.66666666666666,,
258.0,2011-12,33.625,40.5,260.25,,
276.0,1994-06,23.5,22.5,,322.0,
276.0,1994-07,20.3,18.4,,318.0,
276.0,1994-08,21.0,20.0,,409.0,
276.0,1994-09,23.2,21.9,,470.0,
276.0,1994-11,33.6,30.8,,528.0,
276.0,1994-12,33.3,29.9,,515.0,
276.0,1995-01,34.4,30.9,,662.0,
276.0,1995-02,32.1,31.5,,588.0,
276.0,1995-03,29.8,29.5,,574.0,
276.0,1995-04,29.7,27.7,,469.0,
276.0,1995-05,29.2,27.7,,472.0,
276.0,1995-06,29.2,28.5,,485.0,
276.0,1995-07,27.3,26.0,,437.0,
276.0,1995-08,27.2,26.7,,424.0,
276.0,1995-09,29.1,28.1,,480.0,
276.0,1995-10,29.5,28.1,,519.0,
276.0,1995-11,32.4,30.1,,510.0,
276.0,1995-12,34.0,29.8,,496.0,
276.0,1996-01,32.4,28.9,,508.0,
276.0,1996-02,32.6,28.1,,501.0,
276.0,1996-03,30.6,32.3,,467.0,
276.0,1996-05,28.1,29.5,,411.0,
276.0,1996-06,28.9,30.1,,445.0,
276.0,1996-09,32.1,34.8,,500.0,
276.0,1996-10,25.0,29.4,,385.0,
276.0,1996-11,31.0,33.0,,408.0,
276.0,1996-12,33.0,34.7,,402.0,
276.0,1997-01,33.6,36.3,,338.0,
276.0,1997-02,26.3,32.6,,376.0,
276.0,1997-03,24.6,25.0,,326.0,
276.0,1997-05,26.4,30.0,,241.0,
276.0,1997-06,23.1,26.7,,243.0,
276.0,1997-07,29.0,31.4,,244.0,
276.0,1997-08,28.8,31.7,,225.0,
276.0,1997-09,28.9,30.8,,218.0,
276.0,1997-10,,,,262.0,
276.0,1997-11,,,,259.0,
276.0,1997-12,26.7,30.5,,280.0,
276.0,1998-01,31.9,35.6,,472.0,
276.0,1998-02,28.9,31.0,,439.0,
276.0,1998-03,29.1,30.5,,421.0,
276.0,1998-04,26.8,28.3,,392.0,
276.0,1998-05,28.7,29.3,,388.0,
276.0,1998-06,31.0,31.2,,457.0,
276.0,1998-07,26.5,28.0,,382.0,
276.0,1998-08,27.3,29.3,,390.0,
276.0,1998-09,28.4,30.3,,390.0,
276.0,1998-10,27.9,29.7,,412.0,
276.0,1998-11,30.4,32.3,,414.0,
276.0,1998-12,32.2,33.0,,436.0,
276.0,1999-01,35.2,37.9,,423.0,
276.0,1999-02,35.0,37.4,,375.0,
276.0,1999-03,26.4,27.0,,424.0,
276.0,1999-04,17.8,21.8,,251.0,
276.0,1999-05,29.4,30.4,,386.0,
276.0,1999-06,28.5,31.6,,344.0,
276.0,1999-07,15.3,18.7,,219.0,
276.0,1999-08,15.5,17.9,,196.0,
276.0,1999-09,42.5,25.9,,230.0,
276.0,1999-10,23.3,25.9,,248.0,
276.0,1999-11,25.0,27.3,,281.0,
276.0,1999-12,26.0,29.8,,254.0,
276.0,2000-07,27.6,26.6,,226.0,
276.0,2000-08,23.1,27.4,,248.0,
276.0,2000-09,24.1,24.3,,229.0,
276.0,2000-10,33.1,33.7,,290.0,
276.0,2000-11,29.0,32.5,,275.0,
276.0,2000-12,31.1,32.8,,262.0,
276.0,2001-01,28.1,28.7,,273.0,
276.0,2001-02,28.3,30.9,,279.0,
276.0,2001-03,29.2,31.2,,334.0,
276.0,2001-04,27.5,29.4,,249.0,
276.0,2001-05,28.7,30.8,,262.0,
276.0,2001-07,27.8,35.6,,271.0,
276.0,2001-08,26.6,29.0,,250.0,
276.0,2001-09,26.6,29.3,,267.0,
276.0,2001-10,27.9,30.6,,266.0,
276.0,2001-11,30.4,34.2,,375.0,
276.0,2001-12,30.1,30.4,,292.0,
276.0,2002-01,29.5,31.1,,378.0,
276.0,2002-02,28.1,30.1,,217.0,
276.0,2002-03,26.0,30.1,,373.0,
276.0,2002-04,22.5,26.0,,333.0,
276.0,2002-05,23.0,27.8,,365.0,
276.0,2002-06,23.9,28.0,,346.0,
276.0,2002-07,23.4,28.2,,363.0,
276.0,2002-08,21.5,25.5,,353.0,
276.0,2002-09,20.8,25.6,,350.0,
276.0,2002-10,23.8,28.3,,363.0,
276.0,2002-11,17.5,28.5,,378.0,
276.0,2002-12,18.0,26.8,,375.0,
277.0,1994-06,22.5,21.1,,300.0,
277.0,1994-07,19.7,18.3,,277.0,
277.0,1994-08,19.0,17.6,,330.0,
277.0,1994-09,20.2,18.9,,481.0,
277.0,1994-11,35.0,31.0,,511.0,
277.0,1994-12,32.1,31.6,,537.0,
277.0,1995-01,28.5,29.1,,628.0,
277.0,1995-02,30.2,28.8,,471.0,
277.0,1995-03,32.2,29.5,,549.0,
277.0,1995-04,29.3,27.8,,481.0,
277.0,1995-05,27.6,25.7,,437.0,
277.0,1995-06,27.8,26.6,,424.0,
277.0,1995-07,24.8,24.9,,397.0,
277.0,1995-08,25.8,25.0,,393.0,
277.0,1995-09,28.2,27.2,,453.0,
277.0,1995-10,28.0,26.4,,471.0,
277.0,1995-11,30.6,29.9,,493.0,
277.0,1995-12,33.0,29.7,,455.0,
277.0,1996-01,32.1,27.3,,483.0,
277.0,1996-02,23.0,18.8,,315.0,
277.0,1996-03,19.2,16.7,,249.0,
277.0,1996-05,13.7,15.2,,228.0,
277.0,1996-06,17.4,18.8,,284.0,
278.0,1994-01,,,,491.0,
278.0,1994-02,,,,424.0,
278.0,1994-03,,,,467.0,
278.0,1994-04,,,,526.0,
278.0,1995-02,,,,,
278.0,1995-03,,,,,
278.0,1995-04,,,,,
278.0,1995-06,,,,,
278.0,1995-07,,,,,
278.0,1995-08,,,,,
278.0,1997-01,,,,244.0,
278.0,1997-02,,,,272.0,
278.0,1997-03,,,,250.0,
278.0,1997-04,,,,200.0,
278.0,1997-05,,,,224.0,
278.0,1997-06,,,,218.0,
278.0,1997-07,,,,212.0,
278.0,1997-08,,,,202.0,
278.0,1997-09,,,,238.0,
278.0,1997-10,,,,189.0,
278.0,1997-11,,,,225.0,
278.0,1997-12,,,,185.0,
278.0,1999-05,,,,226.0,
278.0,1999-06,,,,232.0,
278.0,1999-07,,,,212.0,
278.0,1999-08,,,,237.0,
323.0,2004-01,7.799999999999999,7.749999999999998,219.0,14.8,
323.0,2004-02,10.133333333333333,9.885714285714286,175.5,25.714285714285715,
323.0,2004-03,8.580000000000002,9.08,,8.8,
323.0,2004-04,8.287500000000001,8.825000000000001,134.0,19.0,
323.0,2004-05,7.872727272727272,7.763636363636363,,7.636363636363637,
323.0,2004-06,8.314285714285715,7.700000000000001,216.0,27.857142857142858,
323.0,2004-07,6.971428571428572,6.1,174.0,14.428571428571429,
323.0,2004-08,7.728571428571429,7.575,241.0,17.25,
323.0,2004-09,7.718181818181819,8.045454545454545,177.25,49.0,
323.0,2004-10,7.828571428571429,7.925000000000001,207.0,57.625,
323.0,2004-11,8.642857142857142,9.185714285714285,179.8,49.714285714285715,
323.0,2004-12,8.629999999999999,9.35,199.6,40.5,
323.0,2010-01,8.203703703777776,10.340740740333333,184.5925925888889,300.33333334444444,
323.0,2010-02,9.9133333326,11.919999999999998,180.2,289.06666666,
323.0,2010-03,10.0638888895,11.891666666666666,204.22222223333333,354.49999998333334,
323.0,2010-04,9.270833332999999,10.899999999999999,212.11111110000002,378.85185185555554,
323.0,2010-05,9.750000000428571,11.911904762857144,208.73809524285713,394.57142857142856,
323.0,2010-06,8.944444443833332,10.6499999995,207.52380952857143,365.2380952428571,
323.0,2010-07,9.000000000000002,10.4,189.66666668,321.16666668,
323.0,2010-08,9.050000000375,10.758333334625,156.24074074444445,286.9814815,
323.0,2010-09,9.17,10.45,145.95833332499998,263.625,
323.0,2010-10,9.393333334,10.8,195.46666668,322.8,
323.0,2010-11,9.8166666663,12.151666667,151.46666667699998,259.21666667,
323.0,2010-12,9.11458333375,10.42083333375,149.72222222222223,276.87037037777776,
323.0,2011-01,8.75,11.25,162.125,,
323.0,2011-02,10.285714285714286,12.0,161.42857142857142,,
323.0,2011-03,9.272727272727273,12.0,166.27272727272728,,
323.0,2011-04,10.625,13.375,160.625,,
323.0,2011-05,11.0,14.833333333333334,167.85714285714286,,
323.0,2011-06,10.2,14.4,141.83333333333334,,
323.0,2011-07,11.444444444444445,14.444444444444445,142.66666666666666,,
323.0,2011-08,10.333333333333334,14.666666666666666,152.83333333333334,,
323.0,2011-09,9.0,15.571428571428571,166.75,,
323.0,2011-10,9.222222222222221,14.777777777777779,175.88888888888889,,
323.0,2011-11,9.875,15.5,174.125,,
323.0,2011-12,9.571428571428571,16.428571428571427,158.0,,
324.0,2004-01,7.642857142857143,8.625,247.0,18.375,
324.0,2004-02,8.422222222222222,9.233333333333334,196.0,15.666666666666666,
324.0,2004-03,7.188888888888887,8.059999999999999,210.5,21.3,
324.0,2004-04,7.1,7.514285714285713,,7.285714285714286,
324.0,2004-05,6.85,7.2375,229.0,25.625,
324.0,2004-06,6.7,6.790000000000001,,6.6,
324.0,2004-07,6.728571428571428,6.725,188.0,14.25,
324.0,2004-08,6.95,6.68,200.5,19.7,
324.0,2004-09,8.3,8.677777777777777,149.33333333333334,41.55555555555556,
324.0,2004-10,7.32,8.540000000000001,239.125,69.2,
324.0,2004-11,7.242857142857143,8.642857142857142,253.6,66.28571428571429,
324.0,2004-12,8.0,8.975,255.0,85.25,
324.0,2010-01,8.621428571428572,11.011904761,220.1904761857143,369.6190476142857,
324.0,2010-02,10.1,12.512500000000001,220.70833334999998,372.6666666625,
324.0,2010-03,10.235714285714286,12.271428571428572,218.1666666625,405.375,
324.0,2010-04,9.864583333375,11.772916667499999,218.25000001249998,455.5833333375,
324.0,2010-05,10.65625,12.8375,225.4583333375,409.7083333375,
324.0,2010-06,9.85,11.6,211.3333333375,375.5416666625,
324.0,2010-07,9.14166666675,10.35416666675,171.07407406666667,335.8148148222222,
324.0,2010-08,9.15,10.508333333333333,193.23809524285713,344.47619048571426,
324.0,2010-09,10.049999999999999,12.285714285714286,179.883333333,329.29999998000005,
324.0,2010-10,9.32,10.389999999999999,144.30952381,292.5,
324.0,2010-11,9.1944444445,12.625,184.9999999857143,347.7142857285715,
324.0,2010-12,10.969047618571429,11.933333332857144,166.03703703333335,328.7407407333333,
324.0,2011-01,11.222222222222221,14.555555555555555,174.55555555555554,,
324.0,2011-02,11.333333333333334,17.0,180.33333333333334,,
324.0,2011-03,11.8,15.4,222.2,,
324.0,2011-04,10.727272727272727,15.272727272727273,196.27272727272728,,
324.0,2011-05,14.142857142857142,22.0,197.0,,
324.0,2011-06,12.0,17.666666666666668,193.85714285714286,,
324.0,2011-07,12.555555555555555,18.555555555555557,178.0,,
324.0,2011-08,11.555555555555555,16.666666666666668,179.9,,
324.0,2011-09,10.666666666666666,19.666666666666668,188.88888888888889,,
324.0,2011-10,11.0,19.0,189.16666666666666,,
324.0,2011-11,10.0,16.857142857142858,212.0,,
324.0,2011-12,11.777777777777779,20.666666666666668,180.66666666666666,,
362.0,2004-01,14.7,16.3,111.2,261.8,
362.0,2004-02,16.142857142857142,18.142857142857142,109.0,266.42857142857144,
362.0,2004-03,15.833333333333334,18.0,112.66666666666667,267.6666666666667,
362.0,2004-04,16.0,17.625,109.75,263.75,
362.0,2004-05,15.1,16.4,117.5,304.2,
362.0,2004-06,15.25,16.625,111.25,304.375,
362.0,2004-07,15.571428571428571,17.0,110.0,297.57142857142856,
362.0,2004-08,16.3,17.8,111.6,296.2,
362.0,2004-09,15.7,17.1,107.2,277.3,
362.0,2004-10,15.666666666666666,16.5,111.83333333333333,283.6666666666667,
362.0,2004-11,16.142857142857142,17.857142857142858,109.28571428571429,287.57142857142856,
362.0,2004-12,16.181818181818183,17.272727272727273,108.0909090909091,290.90909090909093,
362.0,2010-01,17.267999999999997,19.657333333333334,124.57,395.8033333,
362.0,2010-02,16.976,19.395,,,
362.0,2010-03,17.66142857142857,19.78,125.83722223333332,388.93833333333333,
362.0,2010-04,17.32657142857143,19.502000000000002,126.54733336000001,407.48466666,
362.0,2010-05,17.596666666666668,19.703555555555557,123.92,400.1266667,
362.0,2010-06,17.508571428571425,19.630000000000003,130.99333334,398.05933336000004,
362.0,2010-07,17.342857142857145,19.752000000000002,133.27,406.9233333,
362.0,2010-08,17.079333333333338,19.353333333333335,125.89666664999999,392.395,
362.0,2010-09,16.885,19.048000000000002,,,
362.0,2010-10,17.320333333333334,19.285333333333334,132.85,409.62,
362.0,2010-11,17.0515,19.389,122.15333329999999,384.19,
362.0,2010-12,16.992222222222225,19.56022222222222,129.53,402.6766667,
369.0,2004-01,12.5,29.45,106.0,41.5,
369.0,2004-02,15.649999999999999,24.87142857142857,152.5,50.142857142857146,
369.0,2004-04,22.71666666666667,32.25,147.33333333333334,67.33333333333333,
369.0,2004-05,25.142857142857142,31.785714285714285,147.0,68.14285714285714,
369.0,2004-06,19.542857142857144,28.0625,148.42857142857142,61.5,
369.0,2004-07,24.333333333333332,32.916666666666664,113.33333333333333,57.0,
369.0,2004-08,19.25714285714286,23.614285714285717,131.85714285714286,58.142857142857146,
369.0,2004-09,9.3875,12.922222222222224,105.875,41.22222222222222,
369.0,2004-10,,39.0,,39.0,
369.0,2004-11,10.366666666666665,20.616666666666664,150.5,60.5,
369.0,2004-12,11.842857142857142,19.12857142857143,221.0,84.0,
369.0,2010-01,29.13888888888889,34.861111111111114,348.5,504.77777777777777,
369.0,2010-02,30.791666666666668,35.083333333333336,292.0,512.4166666666666,
369.0,2010-03,23.75,33.708333333333336,366.5,590.4166666666666,
369.0,2010-04,26.785714285714285,34.42857142857143,320.42857142857144,574.4285714285714,
369.0,2010-05,29.678571428571427,35.535714285714285,361.64285714285717,736.0,
369.0,2010-06,31.53125,35.84375,257.4375,593.75,
369.0,2010-07,28.214285714285715,36.25,290.7142857142857,539.4285714285714,
369.0,2010-08,29.694444444444443,37.02777777777778,247.16666666666666,455.6111111111111,
369.0,2010-09,32.375,38.0625,181.8125,354.5625,
369.0,2010-10,31.4375,37.0625,196.875,426.375,
369.0,2010-11,30.333333333333332,35.388888888888886,250.66666666666666,458.22222222222223,
369.0,2010-12,29.84375,36.5625,242.125,473.3125,
369.0,2011-01,29.714285714285715,38.57142857142857,216.85714285714286,,
369.0,2011-02,27.714285714285715,39.0,177.0,,
369.0,2011-03,30.88888888888889,40.888888888888886,206.22222222222223,,
369.0,2011-04,32.375,38.625,211.0,,
369.0,2011-05,30.5,37.875,222.625,,
369.0,2011-06,30.142857142857142,38.857142857142854,206.92857142857142,,
369.0,2011-07,30.1,38.6,205.0,,
369.0,2011-08,29.875,35.625,224.4375,,
369.0,2011-09,30.142857142857142,35.142857142857146,217.64285714285714,,
369.0,2011-10,32.142857142857146,42.57142857142857,215.92857142857142,,
369.0,2011-11,32.166666666666664,36.833333333333336,215.75,,
369.0,2011-12,32.0,35.142857142857146,220.14285714285714,,
377.0,2004-01,18.849999999999998,31.850000000000005,177.33333333333334,280.0,
377.0,2004-02,16.25,30.55,158.91666666666666,262.0,
377.0,2004-03,16.025,28.325000000000003,154.375,246.375,
377.0,2004-04,14.475,30.6625,154.0,252.375,
377.0,2004-05,13.9,29.409999999999997,147.6,243.4,
377.0,2004-06,13.14,27.679999999999996,148.4,243.0,
377.0,2004-07,12.846153846153847,28.184615384615384,147.46153846153845,232.53846153846155,
377.0,2004-08,10.749999999999998,28.18,130.5,232.5,
377.0,2004-09,13.158333333333337,28.766666666666666,160.75,253.5,
377.0,2004-10,13.469999999999999,31.670000000000005,153.9,248.4,
377.0,2004-11,15.349999999999998,30.725,172.25,281.75,
377.0,2004-12,16.95,31.175,189.625,302.375,
377.0,2010-01,8.25909090909091,34.227954547272724,195.26530302727272,402.1863636272728,
377.0,2010-02,8.394,35.467,204.21133332,418.62733333999995,
377.0,2010-03,7.9325,34.1999999975,206.37833332499997,425.69333332499997,
377.0,2010-04,7.904000000000002,34.674666668,197.16699999999997,409.27000000000004,
377.0,2010-05,7.388,33.673933334000004,193.04933332000002,396.31133334000003,
377.0,2010-06,7.55375,33.8273958325,193.779375,399.7812500125,
377.0,2010-07,7.9325,33.6015833325,174.321666675,360.015,
377.0,2010-08,6.808,30.752333332,144.534,298.91433334,
377.0,2010-09,7.294285714285714,33.279166665,164.78055555,338.25611111666666,
377.0,2010-10,7.7562500000000005,33.663125,167.205833325,340.9083333374999,
377.0,2010-11,8.26125,34.01270833125,183.03874998749998,377.62875001249995,
