stn_code,year-month,so2,no2,rspm,spm,pm2_5
401.0,2010-05,18.61111110888889,32.42592592555556,246.81481481444447,494.96296295555555,
401.0,2010-06,16.93749999875,32.958333332500004,233.49999998375003,466.416666675,
401.0,2010-07,13.222222221,27.138888886666667,148.0555555566667,316.44444445,
401.0,2010-08,12.483333333100001,29.783333334,133.266666666,280.233333337,
401.0,2010-09,8.416666666374999,28.18750000125,75.08333332875,155.7083333325,
401.0,2010-10,14.119047618571429,34.35714285857143,212.76190474714286,407.2380952428571,
401.0,2010-11,13.9666666663,34.66666666799999,211.2,425.93333334,
401.0,2010-12,12.018518518555556,32.98148148111111,224.37037037777776,444.4074074,
403.0,2004-02,20.35,49.05,,35.0,
403.0,2004-04,25.7,49.2,,37.0,
403.0,2004-05,30.7,30.7,,31.0,
403.0,2004-07,33.25,40.4,,37.0,
403.0,2004-09,23.2,46.35,,34.5,
403.0,2004-10,36.14,36.86,,36.6,
403.0,2004-11,26.7,44.08,,38.0,
403.0,2004-12,23.383333333333336,39.11666666666667,,31.333333333333332,
403.0,2010-01,11.203703703666667,49.074074073333335,132.77777778888887,477.14814814444446,
403.0,2010-02,10.952380953285713,36.500000001428575,133.4285714142857,489.4285714142857,
403.0,2010-03,13.404761903285715,43.0,142.47619047142857,496.3809523714286,
403.0,2010-04,11.851851850777779,47.46296296222223,125.9999999888889,414.8148148111111,
403.0,2010-05,12.285714285714286,50.28571428714285,141.61904762857142,479.0952380857143,
403.0,2010-06,12.5,54.33333333428571,138.85714287142855,457.85714287142855,
403.0,2010-07,10.476190475714287,46.30952380714286,127.90476191428571,397.2857143,
403.0,2010-08,8.854166666625,40.9375,120.49999999625001,400.9166666625,
403.0,2010-09,8.515151516181819,39.80303030272727,104.87878788454546,344.48484847272726,
403.0,2010-10,12.880952381,49.642857142857146,127.47619048571427,430.3809523857143,
403.0,2010-11,12.479166667125,43.33333333499999,135.0000000125,467.08333335,
403.0,2010-12,13.041666666249998,54.50000000125,137.3333333375,445.7499999875,
415.0,2011-01,3.9166666666666665,38.25,273.4166666666667,,
415.0,2011-02,3.0,32.625,165.625,,
415.0,2011-03,5.2727272727272725,37.18181818181818,205.1818181818182,,
415.0,2011-04,3.8461538461538463,35.76923076923077,220.15384615384616,,
415.0,2011-05,2.111111111111111,27.25,161.33333333333334,,
415.0,2011-06,2.3333333333333335,25.555555555555557,83.44444444444444,,
415.0,2011-07,2.7142857142857144,27.5,115.92857142857143,,
415.0,2011-08,3.375,19.75,66.66666666666667,,
415.0,2011-09,2.7,28.6,136.6,,
415.0,2011-10,2.3333333333333335,29.5,148.16666666666666,,
415.0,2011-11,4.142857142857143,39.285714285714285,229.71428571428572,,
415.0,2011-12,4.222222222222222,44.77777777777778,381.8888888888889,,
416.0,2011-01,3.076923076923077,31.53846153846154,209.6153846153846,,
416.0,2011-02,2.272727272727273,25.545454545454547,164.9090909090909,,
416.0,2011-03,2.888888888888889,21.444444444444443,160.77777777777777,,
416.0,2011-04,2.857142857142857,27.0,198.0,,
416.0,2011-05,3.0,27.636363636363637,134.27272727272728,,
416.0,2011-06,2.0,16.11111111111111,98.66666666666667,,
416.0,2011-07,2.3333333333333335,14.11111111111111,92.0,,
416.0,2011-08,2.0,12.833333333333334,103.0,,
416.0,2011-09,2.230769230769231,18.0,113.6923076923077,,
416.0,2011-10,2.3333333333333335,21.0,127.0,,
416.0,2011-11,2.4615384615384617,28.0,225.0,,
416.0,2011-12,3.076923076923077,29.53846153846154,275.84615384615387,,
417.0,2011-01,3.230769230769231,27.76923076923077,183.69230769230768,,
417.0,2011-02,2.0,23.25,162.5,,
417.0,2011-03,3.25,21.75,167.0,,
417.0,2011-04,2.2857142857142856,26.285714285714285,145.42857142857142,,
417.0,2011-05,2.75,22.5,139.25,,
417.0,2011-06,2.5555555555555554,22.0,94.66666666666667,,
417.0,2011-07,2.0,18.636363636363637,52.54545454545455,,
417.0,2011-08,2.4285714285714284,15.642857142857142,83.14285714285714,,
417.0,2011-09,2.076923076923077,17.53846153846154,95.07692307692308,,
417.0,2011-10,2.3333333333333335,15.333333333333334,110.33333333333333,,
417.0,2011-11,2.8461538461538463,36.69230769230769,215.46153846153845,,
417.0,2011-12,3.090909090909091,33.54545454545455,254.9090909090909,,
439.0,2011-01,1.3,40.85,166.45,,
439.0,2011-02,1.375,31.125,125.8125,,
439.0,2011-03,1.95,31.6,149.2,,
439.0,2011-04,1.5,32.5,118.61111111111111,,
439.0,2011-05,1.2105263157894737,24.57894736842105,107.3157894736842,,
439.0,2011-06,1.75,20.15,74.63157894736842,,
439.0,2011-07,2.380952380952381,19.0,57.61904761904762,,
439.0,2011-08,1.4444444444444444,23.5,69.33333333333333,,
439.0,2011-09,1.4,32.666666666666664,137.45454545454547,,
439.0,2011-10,2.7142857142857144,42.857142857142854,161.9047619047619,,
439.0,2011-11,2.8421052631578947,47.36842105263158,198.05263157894737,,
439.0,2011-12,2.0833333333333335,42.583333333333336,262.5833333333333,,
517.0,2010-01,9.154761904714286,27.619047620000003,121.85714284285716,257.8095238,
517.0,2010-02,9.395238095142858,27.89285714428571,134.61904760000002,282.6190476,
517.0,2010-03,9.403846154076923,26.893589743846157,132.4871794823077,278.28205128461536,
517.0,2010-04,10.6850000003,28.333333333000002,133.33333333700003,275.3,
517.0,2010-05,10.694444444777778,29.029629630000002,153.48148147444445,306.5185185222222,
517.0,2010-06,9.011111111111111,26.492592591111105,134.96296295555555,273.4444444555555,
517.0,2010-07,8.101515151272729,23.18181818272727,117.0909090909091,247.72727271818184,
517.0,2010-08,8.05555555522222,22.70555555444444,115.92592593444445,244.25925925555555,
517.0,2010-09,8.769047619142857,26.14285714357143,125.28571428571429,263.3809523857143,
517.0,2010-10,8.9433333336,26.981666668000003,135.13333333,277.53333333,
517.0,2010-11,9.3216666677,28.793333334,136.33333334,274.73333334,
517.0,2010-12,9.24393939418182,27.237878788181817,129.54545455454544,271.9393939363636,
517.0,2011-01,10.219999999999999,29.3,143.4,304.2,
517.0,2011-02,9.3,27.975,143.375,295.375,
517.0,2011-03,8.988888888888889,26.755555555555556,134.55555555555554,273.55555555555554,
517.0,2011-04,9.127272727272729,26.127272727272725,134.72727272727272,278.72727272727275,
517.0,2011-05,9.479999999999999,26.54,129.73333333333332,269.1333333333333,
517.0,2011-06,8.988888888888887,22.322222222222223,128.88888888888889,271.3333333333333,
517.0,2011-07,8.139999999999999,22.779999999999994,113.4,245.4,
517.0,2011-08,7.591666666666666,21.691666666666666,119.16666666666667,245.91666666666666,
517.0,2011-09,8.711111111111114,25.833333333333332,119.66666666666667,247.66666666666666,
517.0,2011-10,9.0,24.033333333333335,136.22222222222223,273.22222222222223,
517.0,2011-11,9.215384615384615,23.230769230769234,135.0,280.7692307692308,
517.0,2011-12,9.330000000000002,26.05,128.7,268.6,
518.0,2010-01,8.328571428714287,24.254761904285715,100.61904761428572,213.28571429999997,
518.0,2010-02,8.133333333285714,24.976190475714287,102.38095237999998,224.85714285714286,
518.0,2010-03,8.187179487153847,25.064102563846156,106.3076923123077,222.1025641076923,
518.0,2010-04,8.8116666671,25.399999999,106.16666666399999,222.93333334999997,
518.0,2010-05,9.21666666722222,27.314814814444446,123.03703703333333,259.2962963,
518.0,2010-06,7.668518518555555,22.296296295555557,114.74074074444444,241.9999999888889,
518.0,2010-07,7.122727272727272,20.33333333363636,90.84848484909092,188.21212120909092,
518.0,2010-08,7.207407407333333,19.846296294444446,95.37037037555557,203.5925925888889,
518.0,2010-09,7.572619047642858,21.80476190285714,96.190476185,198.85714285714286,
518.0,2010-10,7.434999999900002,23.161666666,115.36666668999999,243.96666667,
518.0,2010-11,8.1966666667,25.806666666999995,115.19999999000001,239.06666666,
518.0,2010-12,7.784848484727274,24.571212123636368,108.90909090545455,236.06060606363636,
518.0,2011-01,9.7,27.4,118.4,248.4,
518.0,2011-02,7.9624999999999995,25.699999999999996,115.125,246.5,
518.0,2011-03,7.866666666666666,23.233333333333334,112.66666666666667,232.22222222222223,
518.0,2011-04,7.954545454545454,23.27272727272727,105.63636363636364,227.27272727272728,
518.0,2011-05,7.942857142857142,24.45714285714286,109.78571428571429,230.0,
518.0,2011-06,7.122222222222224,19.08888888888889,106.66666666666667,224.44444444444446,
518.0,2011-07,7.24,20.9,85.0,178.6,
518.0,2011-08,7.076923076923077,19.592307692307692,93.84615384615384,193.84615384615384,
518.0,2011-09,7.3999999999999995,21.07777777777778,91.0,194.11111111111111,
518.0,2011-10,7.755555555555556,21.055555555555557,123.22222222222223,244.0,
518.0,2011-11,7.692307692307693,20.900000000000002,111.15384615384616,233.30769230769232,
518.0,2011-12,8.48,21.71,107.3,224.7,
534.0,2010-01,35.3125,28.0625,244.9375,444.6875,
534.0,2010-02,36.15,28.5,209.4,440.4,
534.0,2010-03,39.0,36.5,200.5,437.5,
534.0,2010-04,29.166666666666668,29.416666666666668,180.83333333333334,378.5,
534.0,2010-05,30.0,34.5,179.0,342.0,
534.0,2010-06,30.25,32.75,179.0,370.5,
534.0,2010-07,34.607142857142854,31.928571428571427,199.64285714285714,392.42857142857144,
534.0,2010-08,35.166666666666664,30.166666666666668,178.5,405.0,
534.0,2010-09,32.583333333333336,32.125,167.41666666666666,332.75,
534.0,2010-10,32.05,33.3,169.5,371.3,
534.0,2010-11,32.15,30.0,180.9,359.6,
534.0,2010-12,28.375,25.375,162.0,308.875,
534.0,2011-01,27.714285714285715,27.714285714285715,162.0,,
534.0,2011-02,29.142857142857142,27.857142857142858,169.42857142857142,,
534.0,2011-03,25.875,26.75,163.25,,
534.0,2011-04,29.125,29.0,175.625,,
534.0,2011-05,32.714285714285715,32.57142857142857,182.57142857142858,,
534.0,2011-06,26.857142857142858,26.428571428571427,184.0,,
534.0,2011-07,30.666666666666668,30.77777777777778,177.0,,
534.0,2011-08,33.666666666666664,33.833333333333336,175.16666666666666,,
534.0,2011-09,32.5,32.25,176.0,,
534.0,2011-10,29.0,30.0,148.0,,
534.0,2011-11,31.333333333333332,30.333333333333332,173.33333333333334,,
534.0,2011-12,33.0,32.5,174.0,,
535.0,2010-01,32.107142857142854,24.75,180.57142857142858,277.64285714285717,
535.0,2010-02,28.333333333333332,20.958333333333332,165.25,236.58333333333334,
535.0,2010-04,29.5,24.0,173.75,246.75,
535.0,2010-05,20.25,23.5,140.5,171.5,
535.0,2010-06,24.6875,24.5625,147.375,191.75,
535.0,2010-07,26.285714285714285,24.535714285714285,160.64285714285714,211.64285714285714,
535.0,2010-08,22.5,22.625,146.08333333333334,170.08333333333334,
535.0,2010-09,22.875,22.666666666666668,148.33333333333334,177.25,
535.0,2010-10,23.571428571428573,22.392857142857142,147.28571428571428,189.35714285714286,
535.0,2010-11,23.6,23.8,150.7,189.3,
535.0,2010-12,21.5,23.0,142.16666666666666,169.16666666666666,
550.0,2010-01,8.46874999925,51.139583332499996,169.5,484.375,
550.0,2010-02,12.841666665,53.375,237.5,528.5,
550.0,2010-03,7.511111110666666,48.84722222166667,161.33333334999998,471.8888888833333,
550.0,2010-04,11.379999999999999,56.446666666,232.60000001999998,503.1,
550.0,2010-05,10.174242424272727,54.537878788181814,218.16666666363636,456.125,
550.0,2010-06,11.2533333348,51.444444444999995,217.13333332000002,488.0,
550.0,2010-07,7.491388889333333,47.697222223333334,149.11111111666665,495.8333333166667,
550.0,2010-08,5.030952381,47.172619048571434,124.23809524285714,463.95238094285713,
550.0,2010-09,8.974999999,49.15714285714285,178.42857142857142,483.2142857142857,
550.0,2010-10,6.393333333399999,54.17999999999999,142.83333332,491.2,
550.0,2010-11,,,135.33333335,519.16666665,
550.0,2010-12,7.1614583325,53.684375,150.625,499.395833325,
551.0,2010-01,4.577777777666667,46.41111111,116.16666666666667,472.05555556666667,
551.0,2010-02,7.672222220999999,42.72777777666667,188.33333333333334,444.7777777666667,
551.0,2010-03,8.166666666500001,47.666666665,173.66666665000002,429.16666665,
551.0,2010-04,8.218749999875,44.6458333325,173.833333325,421.6458333375,
551.0,2010-05,8.288888889,45.51666666666667,173.44444443333336,420.3333333333333,
551.0,2010-06,9.366666667000002,53.66666667,206.0,422.0,
551.0,2010-07,3.8791666667499998,37.925000000000004,116.916666675,407.583333325,
551.0,2010-08,6.489285713714286,40.89761904714286,183.54761904285715,375.9047619,
551.0,2010-09,4.12916666675,39.670833335,124.791666675,451.63333332499997,
551.0,2010-10,5.620833333249999,42.7833333325,137.0,453.166666675,
551.0,2010-11,4.25,38.5,111.44444443333333,460.55555556666667,
553.0,2010-01,17.823,19.777,,,
553.0,2010-02,17.625999999999998,20.074,,,
553.0,2010-03,17.874285714285712,19.856,126.77799999999999,394.99733332,
553.0,2010-04,18.059555555555555,20.330222222222222,,,
553.0,2010-05,18.08275,20.314,127.45666670000001,397.0666667,
553.0,2010-06,17.839,19.956,,,
553.0,2010-07,17.672,19.703,,,
553.0,2010-08,17.64366666666667,19.628666666666664,,,
553.0,2010-09,17.7035,19.611,125.91666670000001,395.9933333,
553.0,2010-10,17.535333333333334,19.564,,,
553.0,2010-11,18.029714285714284,20.022285714285715,,,
553.0,2010-12,17.703750000000003,19.8325,128.1066667,397.5133333,
554.0,2010-01,4.156296296333333,27.036296296666663,234.18518518888888,513.0000000111111,
554.0,2010-02,2.7894444444999995,29.183888888333332,264.1111111,548.2777777666666,
554.0,2010-03,2.2774074073333335,27.119629628888887,288.8888889,556.9629629666666,
554.0,2010-04,5.458888888888889,25.376666665555554,276.14814815555553,580.4814814666667,
554.0,2010-05,7.2333333334,29.577333334000002,318.20000001,585.60000001,
554.0,2010-06,4.4266666667,22.654000000000003,241.66666666,539.06666668,
554.0,2010-07,4.410476190428571,21.175714285714285,200.76190474285718,446.0952380857143,
554.0,2010-08,4.068787878454546,22.304545454545455,213.54545454545453,427.63636364545454,
554.0,2010-09,3.04916666675,25.427500001250003,219.333333325,457.375,
554.0,2010-10,3.4081481482222227,27.531481480000004,230.22222220000003,502.6296296333333,
554.0,2010-11,5.559523809428571,39.42857142857143,252.9999999857143,556.8571428714286,
554.0,2010-12,6.7016666665999995,33.942333334,296.7,507.59999999,
554.0,2011-01,9.333333333333334,31.0,321.6666666666667,,
554.0,2011-02,7.0,25.833333333333332,271.5,,
554.0,2011-04,5.0,26.0,319.6666666666667,,
554.0,2011-05,8.0,39.5,234.5,,
554.0,2011-06,8.0,24.0,211.0,,
554.0,2011-07,4.428571428571429,23.0,257.14285714285717,,
554.0,2011-08,2.6666666666666665,20.5,270.5,,
554.0,2011-09,5.166666666666667,23.333333333333332,197.0,,
554.0,2011-10,9.5,27.0,262.0,,
554.0,2011-11,4.0,26.0,322.0,,
554.0,2011-12,13.0,36.0,212.0,,
555.0,2010-01,3.3566666665555562,21.622222222222224,175.48148147777778,368.14814814444446,
555.0,2010-02,2.2025,21.042777776666668,172.94444444500002,384.72222220000003,
555.0,2010-03,1.6592592592222222,21.21037037111111,163.03703705222222,348.8148148333333,
555.0,2010-04,3.308888888777778,19.00740740666667,190.4074074,408.77777777777777,
555.0,2010-05,7.613000000400001,22.137666666,230.93333333,450.83333333999997,
555.0,2010-06,3.3546666666,16.946666666000006,185.66666666,381.0,
555.0,2010-07,3.5776190477142857,15.696666668571426,167.66666665714288,343.42857142857144,
555.0,2010-08,3.575757575727273,18.374242425454543,151.45454545454547,310.57575758181815,
555.0,2010-09,2.797083333375,20.90833333375,145.8333333375,328.666666675,
555.0,2010-10,3.145555555555555,20.948888889999996,156.77777776666667,338.6666666666667,
555.0,2010-11,5.026190476285715,28.62619047571429,220.66666668571426,434.4761904714286,
555.0,2010-12,5.440666666699999,23.856333333000002,212.13333333299997,424.56666667,
555.0,2011-01,8.666666666666666,17.857142857142858,254.71428571428572,,
555.0,2011-02,5.875,19.625,224.375,,
555.0,2011-03,6.25,17.125,237.0,,
555.0,2011-04,7.2,16.6,227.8,,
555.0,2011-05,6.777777777777778,22.88888888888889,298.0,,
555.0,2011-06,4.8,13.333333333333334,211.44444444444446,,
555.0,2011-07,4.6,20.7,240.1,,
555.0,2011-08,2.2,16.25,223.375,,
555.0,2011-09,5.111111111111111,20.11111111111111,223.66666666666666,,
555.0,2011-10,6.0,24.75,282.75,,
555.0,2011-11,4.333333333333333,23.333333333333332,314.77777777777777,,
555.0,2011-12,5.444444444444445,25.666666666666668,335.8888888888889,,
714.0,2011-01,13.0,211.75,158.79666665000002,,
714.0,2011-02,10.0,26.5,205.55761905714286,,
714.0,2011-03,13.5,49.3,205.08799999,,
714.0,2011-04,9.625,23.375,197.7416666625,,
714.0,2011-05,11.0,26.833333333333332,193.47222221666667,,
714.0,2011-06,9.875,56.875,168.37238094285718,,
714.0,2011-07,12.0,22.22222222222222,195.43773333999997,,
714.0,2011-08,7.857142857142857,17.0,173.28,,
714.0,2011-09,10.666666666666666,17.333333333333332,162.94777775,,
714.0,2011-10,17.5,51.5,194.99866667,,
714.0,2011-11,16.125,26.625,190.6470833375,,
714.0,2011-12,10.0,15.0,156.2633333,,
715.0,2011-01,19.75,285.75,203.5,,
715.0,2011-02,14.0,31.0,254.71428571428572,,
715.0,2011-03,17.4,68.3,300.7,,
715.0,2011-04,12.5,30.5,244.25,,
715.0,2011-05,14.0,28.428571428571427,234.14285714285714,,
715.0,2011-06,13.0,78.57142857142857,207.33333333333334,,
715.0,2011-07,16.0,29.0,212.8,,
715.0,2011-08,11.714285714285714,21.714285714285715,208.0,,
715.0,2011-09,13.571428571428571,24.0,220.0,,
715.0,2011-10,20.0,61.7,280.5,,
715.0,2011-11,18.625,28.875,287.25,,
715.0,2011-12,14.5,25.5,257.0,,
721.0,2011-01,11.714285714285714,5.571428571428571,133.42857142857142,,
721.0,2011-02,2.111111111111111,13.333333333333334,104.22222222222223,,
721.0,2011-03,2.7,13.7,117.2,,
721.0,2011-04,3.0,15.285714285714286,102.42857142857143,,
721.0,2011-05,2.0,14.6,106.0,,
721.0,2011-06,2.0,11.6,63.4,,
721.0,2011-08,3.25,8.75,66.0,,
721.0,2011-09,2.0,14.714285714285714,84.85714285714286,,
721.0,2011-10,3.4285714285714284,22.714285714285715,121.57142857142857,,
721.0,2011-11,2.0,12.8,124.4,,
721.0,2011-12,5.4,9.8,138.2,,
722.0,2011-01,53.55555555555556,35.333333333333336,283.1111111111111,,
722.0,2011-02,20.4,43.4,278.4,,
722.0,2011-03,36.285714285714285,47.714285714285715,235.28571428571428,,
722.0,2011-04,27.0,41.875,227.5,,
722.0,2011-05,18.714285714285715,27.571428571428573,194.71428571428572,,
722.0,2011-06,15.857142857142858,29.571428571428573,141.71428571428572,,
722.0,2011-07,21.5,26.75,147.125,,
722.0,2011-08,25.142857142857142,29.285714285714285,170.71428571428572,,
722.0,2011-09,23.11111111111111,33.111111111111114,167.22222222222223,,
722.0,2011-10,35.8,45.2,297.3,,
722.0,2011-11,32.333333333333336,19.666666666666668,186.33333333333334,,
722.0,2011-12,22.666666666666668,40.0,175.0,,
723.0,2011-01,5.0,34.0,117.0,,
723.0,2011-02,2.0,24.0,150.0,,
723.0,2011-03,2.0,39.0,220.0,,
723.0,2011-04,2.375,31.75,164.25,,
723.0,2011-05,2.2222222222222223,26.77777777777778,146.55555555555554,,
723.0,2011-06,2.5555555555555554,20.0,98.22222222222223,,
723.0,2011-07,3.3,20.9,92.3,,
723.0,2011-08,2.3333333333333335,25.11111111111111,106.88888888888889,,
723.0,2011-09,2.142857142857143,28.0,146.42857142857142,,
723.0,2011-10,2.0,60.333333333333336,309.6666666666667,,
723.0,2011-11,2.0,56.0,311.0,,
728.0,2011-01,21.0,35.0,56.0,,
728.0,2011-02,13.0,25.0,31.0,,
728.0,2011-03,18.5,33.5,37.0,,
728.0,2011-05,17.5,35.5,50.0,,
728.0,2011-07,20.0,38.0,44.0,,
728.0,2011-08,17.0,32.333333333333336,43.666666666666664,,
728.0,2011-09,16.6,32.2,40.2,,
728.0,2011-10,18.5,33.25,37.75,,
728.0,2011-11,20.2,32.8,54.8,,
728.0,2011-12,20.375,37.5,54.0,,
729.0,2011-02,27.0,49.0,69.0,,
729.0,2011-03,21.5,49.0,66.0,,
729.0,2011-05,22.0,43.5,64.5,,
729.0,2011-07,23.0,46.0,80.0,,
729.0,2011-08,24.5,47.5,57.5,,
729.0,2011-09,22.333333333333332,41.666666666666664,60.333333333333336,,
729.0,2011-10,18.666666666666668,48.166666666666664,60.166666666666664,,
729.0,2011-11,21.75,54.25,72.875,,
729.0,2011-12,21.857142857142858,53.857142857142854,81.85714285714286,,
730.0,2011-01,26.0,45.0,88.83333333333333,,
730.0,2011-02,26.0,45.0,88.0,,
730.0,2011-05,27.5,44.0,86.0,,
730.0,2011-08,29.0,42.0,85.0,,
730.0,2011-09,27.0,43.0,90.0,,
730.0,2011-11,28.0,42.0,84.0,,
730.0,2011-12,27.0,43.57142857142857,86.14285714285714,,
1,2013-01,2.45,25.55,241.15,,
1,2013-02,2.4,18.133333333333333,142.73333333333332,,
1,2013-03,2.65,15.4,151.15,,
1,2013-04,2.6,13.2,162.57142857142858,,
1,2013-05,2.357142857142857,13.857142857142858,169.76923076923077,,
1,2013-06,2.761904761904762,9.333333333333334,94.04761904761905,,
1,2013-07,2.411764705882353,11.176470588235293,61.88235294117647,,
1,2013-08,4.2,12.2,109.8,,
1,2013-09,2.3043478260869565,14.0,98.68181818181819,,
1,2013-10,2.3181818181818183,20.40909090909091,174.3913043478261,,
1,2013-11,3.0714285714285716,23.571428571428573,198.28571428571428,,
1,2013-12,2.4285714285714284,16.0,141.85714285714286,,
1,2014-01,2.68,15.04,157.48,,
1,2014-02,2.217391304347826,14.304347826086957,155.1304347826087,,
1,2014-03,2.8333333333333335,12.083333333333334,125.79166666666667,,
1,2014-04,2.761904761904762,14.904761904761905,149.52380952380952,,
1,2014-05,2.0833333333333335,11.416666666666666,144.29166666666666,,
1,2014-06,2.4347826086956523,9.869565217391305,123.1304347826087,,
1,2014-07,2.4,9.12,82.68,,
1,2014-08,2.08,12.2,114.72,,
1,2014-09,2.3333333333333335,11.925925925925926,131.07407407407408,,
1,2014-10,2.423076923076923,16.923076923076923,169.23076923076923,,
1,2014-11,3.6,24.72,244.08,,
1,2014-12,2.1923076923076925,15.153846153846153,213.73076923076923,,
1,2015-01,2.217391304347826,17.652173913043477,225.36363636363637,,
1,2015-02,2.5217391304347827,21.130434782608695,179.04347826086956,,
1,2015-03,2.6153846153846154,18.903846153846153,109.08,,
1,2015-04,2.125,12.270833333333334,153.5,,
1,2015-05,2.32,12.08,207.96,,
1,2015-06,2.4615384615384617,7.961538461538462,120.11538461538461,,
1,2015-07,2.16,7.4,60.84,,
1,2015-08,2.16,6.42,54.28,,
1,2015-09,2.12,8.96,124.43478260869566,,
1,2015-10,2.210526315789474,12.605263157894736,201.21052631578948,,
1,2015-11,2.16,27.8,268.28,,
1,2015-12,2.1538461538461537,25.98076923076923,289.46153846153845,,
109,2011-01,8.333333333333334,42.166666666666664,243.66666666666666,,
109,2011-02,7.9,31.3,187.2,,
109,2011-03,7.875,37.875,191.875,,
109,2011-04,8.0,31.875,185.0,,
109,2011-05,8.0,31.428571428571427,194.71428571428572,,
109,2011-06,7.6,31.2,189.0,,
109,2011-07,7.375,31.375,162.5,,
109,2011-08,7.5,31.375,157.625,,
109,2011-09,8.0,31.666666666666668,170.66666666666666,,
109,2011-10,8.153846153846153,31.615384615384617,179.46153846153845,,
109,2011-11,8.0,31.11111111111111,186.11111111111111,,
109,2011-12,8.333333333333334,33.333333333333336,206.0,,
109,2012-01,9.5,35.0,218.33333333333334,,
109,2012-02,8.0,30.5,176.0,,
109,2012-03,7.75,32.0,249.5,,
109,2012-04,7.75,30.375,321.25,,
109,2012-05,7.857142857142857,29.428571428571427,196.71428571428572,,
109,2012-06,7.571428571428571,31.285714285714285,217.71428571428572,,
109,2012-07,7.166666666666667,31.5,211.5,,
109,2012-08,7.333333333333333,28.11111111111111,157.88888888888889,,
109,2012-09,7.444444444444445,29.333333333333332,165.33333333333334,,
109,2012-10,7.583333333333333,30.333333333333332,179.25,,
109,2012-11,8.0,31.375,201.25,,
109,2012-12,7.8,30.5,215.2,,
109,2013-01,7.714285714285714,29.285714285714285,205.14285714285714,,
109,2013-02,7.461538461538462,29.615384615384617,189.0,,
109,2013-03,7.375,29.0,192.125,,
109,2013-04,7.166666666666667,30.5,192.0,,
109,2013-05,7.333333333333333,28.833333333333332,175.5,,
109,2013-06,7.0,28.0,169.0,,
109,2013-07,7.111111111111111,28.444444444444443,175.0,,
109,2013-08,7.0,27.714285714285715,177.0,,
109,2013-09,7.538461538461538,27.923076923076923,190.23076923076923,,
109,2013-10,7.2,20.857142857142858,186.16666666666666,,
109,2013-11,7.666666666666667,28.454545454545453,189.8181818181818,,
109,2013-12,7.666666666666667,29.875,193.66666666666666,,
109,2014-01,8.0,29.8,188.6,,
109,2014-02,8.0,27.4,181.6,,
109,2014-03,7.466666666666667,27.666666666666668,166.13333333333333,,
109,2014-04,7.8,28.6,170.8,,
109,2014-05,7.666666666666667,27.833333333333332,171.66666666666666,,
109,2014-06,7.333333333333333,27.666666666666668,167.16666666666666,,
109,2014-07,7.166666666666667,27.166666666666668,170.33333333333334,,
109,2014-08,8.0,29.333333333333332,186.66666666666666,,
109,2014-09,7.5,27.5,158.0,,
109,2014-10,8.166666666666666,30.666666666666668,200.0,,
109,2014-11,8.0,28.0,170.5,,
109,2014-12,7.5,27.5,167.0,,
109,2015-01,7.875,28.625,179.0,,
109,2015-02,7.857142857142857,28.571428571428573,183.28571428571428,,
109,2015-03,7.375,27.0,164.5,,
109,2015-04,7.555555555555555,27.0,161.44444444444446,,
109,2015-05,7.75,27.714285714285715,163.77777777777777,,
109,2015-06,7.111111111111111,26.88888888888889,160.77777777777777,,
109,2015-07,7.25,25.875,148.5,,
109,2015-08,7.0,25.77777777777778,153.44444444444446,,
109,2015-09,7.625,26.5,159.75,,
109,2015-10,7.857142857142857,27.285714285714285,166.57142857142858,,
109,2015-11,8.0,27.77777777777778,171.0,,
109,2015-12,11.0,35.142857142857146,213.42857142857142,,
113,2011-01,8.666666666666666,35.333333333333336,215.0,,
113,2011-02,9.363636363636363,34.45454545454545,204.63636363636363,,
113,2011-03,8.714285714285714,34.42857142857143,200.375,,
113,2011-04,8.6,34.2,190.8,,
113,2011-05,8.545454545454545,33.63636363636363,205.36363636363637,,
113,2011-06,8.375,34.5,198.5,,
113,2011-07,9.222222222222221,33.44444444444444,169.0,,
113,2011-08,7.9,32.7,176.8,,
113,2011-09,8.0,33.75,180.0,,
113,2011-10,8.375,33.875,201.75,,
113,2011-11,8.857142857142858,33.857142857142854,209.42857142857142,,
113,2011-12,8.7,33.9,205.4,,
113,2012-01,9.1,35.5,205.3,,
113,2012-02,8.0,33.0,212.625,,
113,2012-03,8.181818181818182,32.27272727272727,220.72727272727272,,
113,2012-04,8.444444444444445,32.55555555555556,347.77777777777777,,
113,2012-05,8.0,32.25,191.625,,
113,2012-06,7.555555555555555,31.88888888888889,243.77777777777777,,
113,2012-07,7.333333333333333,31.666666666666668,219.0,,
113,2012-08,7.5,29.8,173.6,,
113,2012-09,7.666666666666667,31.11111111111111,182.55555555555554,,
113,2012-10,7.428571428571429,30.857142857142858,193.0,,
113,2012-11,7.714285714285714,31.571428571428573,196.57142857142858,,
113,2012-12,7.625,31.25,199.75,,
113,2013-01,8.5,32.333333333333336,228.16666666666666,,
113,2013-02,8.25,31.666666666666668,211.875,,
113,2013-03,7.888888888888889,30.0,200.22222222222223,,
113,2013-04,8.0,31.833333333333332,207.0,,
113,2013-05,8.0,30.88888888888889,197.77777777777777,,
113,2013-06,7.5,29.125,192.875,,
113,2013-07,7.777777777777778,29.77777777777778,192.0,,
113,2013-08,7.625,29.75,190.75,,
113,2013-09,7.666666666666667,29.22222222222222,192.22222222222223,,
